,running_id,link,article_type,headline,content_extract,author,publication_time,shares,__final verdict__MANUAL,__final verdict__WEAK_SUPERVISION,__final verdict__WEAK_SUPERVISION__confidence,combined
1775,2596,https://www.faz.net/aktuell/wirtschaft/wwdc-konferenz-was-apple-an-neuen-tricks-auf-lager-hat-18085383.html,Entwicklerkonferenz WWDC,Was Apple an neuen Ideen auf Lager hat,"Der Technologiekonzern hat auf seiner großen Entwicklerkonferenz nicht nur neue Geräte vorgestellt, sondern auch Lösungen für die Autoindustrie und die Finanzbranche angekündigt.",,07.06.2022 07:55 Uhr,6.0,,1,0.3273,"Entwicklerkonferenz WWDC Was Apple an neuen Ideen auf Lager hat Der Technologiekonzern hat auf seiner großen Entwicklerkonferenz nicht nur neue Geräte vorgestellt, sondern auch Lösungen für die Autoindustrie und die Finanzbranche angekündigt."
1776,2597,https://www.faz.net/aktuell/finanzen/erdogan-fuer-zinssenkungen-in-der-tuerkei-18085560.html,Geldpolitik,Erdogan für Zinssenkungen in der Türkei,"Der türkische Staatspräsident plädiert weiter für niedrigere Zinsen. Und das, obwohl die Inflation in dem Land ausgesprochen hoch ist.",,07.06.2022 09:48 Uhr,,,0,0.6967,"Geldpolitik Erdogan für Zinssenkungen in der Türkei Der türkische Staatspräsident plädiert weiter für niedrigere Zinsen. Und das, obwohl die Inflation in dem Land ausgesprochen hoch ist."
1777,2598,https://www.faz.net/aktuell/finanzen/die-renaissance-des-euros-18084185.html,Europlatz Frankfurt,Die Renaissance des Euros,Die EZB betreibt keine Wechselkurspolitik. Aber für die nächsten 18 bis 24 Monate erwarten wir eine Aufwertung des Euros.,David Folkerts-Landau,07.06.2022 09:34 Uhr,,,0,0.7154,Europlatz Frankfurt Die Renaissance des Euros Die EZB betreibt keine Wechselkurspolitik. Aber für die nächsten 18 bis 24 Monate erwarten wir eine Aufwertung des Euros.
1778,2599,https://www.faz.net/aktuell/finanzen/finanzmarkt/investoren-wir-treten-gegen-shell-und-bp-an-18074256.html,Investoren Samwer und Heinrich,„Wir treten gegen Shell und BP an“,Die Investoren Alexander Samwer und Jeremias Heinrich wollen innerhalb von fünf Jahren ihre Investitionen in grüne Technologie auf 20 Milliarden Euro steigern. In Deutschland werden sie dabei nicht immer fündig.,Sven Astheimer,06.06.2022 17:14 Uhr,8.0,,0,0.9287,Investoren Samwer und Heinrich „Wir treten gegen Shell und BP an“ Die Investoren Alexander Samwer und Jeremias Heinrich wollen innerhalb von fünf Jahren ihre Investitionen in grüne Technologie auf 20 Milliarden Euro steigern. In Deutschland werden sie dabei nicht immer fündig.
1779,26,https://www.faz.net/aktuell/stil/leib-seele/beziehungen-pflegen-paartherapeutin-ueber-affaeren-und-treue-16876540.html,Paartherapeutin Esther Perel,„Eine Affäre ist ein Schrei nach Leben“,Wie bewahrt man das Feuer in Langzeitbeziehungen? Kann man einen Seitensprung wirklich verzeihen? Und ist Monogamie ein realistisches Konzept? Die berühmte Paartherapeutin Esther Perel gibt Antworten.,Johanna Dürrholz und Felix Hooß,05.06.2022 13:03 Uhr,82.0,,0,0.9657,Paartherapeutin Esther Perel „Eine Affäre ist ein Schrei nach Leben“ Wie bewahrt man das Feuer in Langzeitbeziehungen? Kann man einen Seitensprung wirklich verzeihen? Und ist Monogamie ein realistisches Konzept? Die berühmte Paartherapeutin Esther Perel gibt Antworten.
1780,260,https://www.faz.net/aktuell/feuilleton/familie/grundsteuer-hessische-finanzaemter-verschicken-infobrief-18074452.html,Post zur neuen Grundsteuer,Auf Hausbesitzer und Steuerberater kommt nun viel Arbeit zu,"Die hessische Finanzverwaltung hat die ersten Informationsschreiben zur neuen Grundsteuer verschickt. Bis Ende Oktober haben Eigentümer Zeit, Daten zu ihren Wohnungen und Grundstücken zu übermitteln.",Petra Kirchhoff,02.06.2022 11:46 Uhr,30.0,,0,0.4443,"Post zur neuen Grundsteuer Auf Hausbesitzer und Steuerberater kommt nun viel Arbeit zu Die hessische Finanzverwaltung hat die ersten Informationsschreiben zur neuen Grundsteuer verschickt. Bis Ende Oktober haben Eigentümer Zeit, Daten zu ihren Wohnungen und Grundstücken zu übermitteln."
1781,2600,https://www.faz.net/aktuell/finanzen/wie-die-skatbank-den-negativzins-erfand-18079369.html,Minuszinsen,Wie die Skatbank den Negativzins erfand,"Eine kleine Bank in Thüringen hat vor acht Jahren als erste Minuszinsen eingeführt – und war plötzlich im ganzen Land bekannt. Heute ist ihr Chef froh, dass das Experiment wohl bald zu Ende geht.",Dennis Kremer,06.06.2022 14:52 Uhr,1.0,,0,0.8647,"Minuszinsen Wie die Skatbank den Negativzins erfand Eine kleine Bank in Thüringen hat vor acht Jahren als erste Minuszinsen eingeführt – und war plötzlich im ganzen Land bekannt. Heute ist ihr Chef froh, dass das Experiment wohl bald zu Ende geht."
1782,2601,https://www.faz.net/aktuell/feuilleton/buecher/rezensionen/belletristik/paul-austers-biographie-ueber-stephen-crane-18056194.html,Über das Leben Stephen Cranes,"Ich mag es, weil’s bitter ist","Der amerikanische Schriftseller Stephen Crane war erst unerkannt, dann bewundert, dann vergessen. Sein Nachfolger Paul Auster erkundet nun dessen Leben und Werk - aber will er es dabei auslöschen und überschreiben?",Verena Lueken,06.06.2022 23:50 Uhr,2.0,,0,0.4643,"Über das Leben Stephen Cranes Ich mag es, weil’s bitter ist Der amerikanische Schriftseller Stephen Crane war erst unerkannt, dann bewundert, dann vergessen. Sein Nachfolger Paul Auster erkundet nun dessen Leben und Werk - aber will er es dabei auslöschen und überschreiben?"
1783,2602,https://www.faz.net/aktuell/feuilleton/buehne-und-konzert/salzburger-pfingstfestspiele-cecilia-bartoli-im-barbier-von-sevilla-18084416.html,Pfingstfestspiele in Salzburg,In dieser Rolle zeigt sie ihren ganzen Spielwitz,Mit der Rosina im „Barbier von Sevilla“ begann ihre Karriere: Bei den Pfingstfestspielen in Salzburg kehrt Cecilia Bartoli zu ihren Anfängen zurück.,Gerald Felber,06.06.2022 22:07 Uhr,,,1,0.6465,Pfingstfestspiele in Salzburg In dieser Rolle zeigt sie ihren ganzen Spielwitz Mit der Rosina im „Barbier von Sevilla“ begann ihre Karriere: Bei den Pfingstfestspielen in Salzburg kehrt Cecilia Bartoli zu ihren Anfängen zurück.
1784,2603,https://www.faz.net/aktuell/feuilleton/buecher/rezensionen/kinderbuch/lena-steffingers-bilderbuch-monsteroma-18051173.html,Lena Steffingers Bilderbuch,Ob meine Monsteroma Krallen hat und Feuer spucken kann?,"Was heißt es für ein Kind, wenn der eigene Vater mit dessen Mutter nicht zurechtkommt? Lena Steffinger erzählt in einem Bilderbuch „Monsteroma“ sehr humorvoll von komplizierten Familienverhältnissen.",Anna Vollmer,04.06.2022 08:19 Uhr,1.0,,0,0.5648,"Lena Steffingers Bilderbuch Ob meine Monsteroma Krallen hat und Feuer spucken kann? Was heißt es für ein Kind, wenn der eigene Vater mit dessen Mutter nicht zurechtkommt? Lena Steffinger erzählt in einem Bilderbuch „Monsteroma“ sehr humorvoll von komplizierten Familienverhältnissen."
1785,2604,https://www.faz.net/aktuell/feuilleton/pop/rockband-queen-will-unbekannten-mercury-song-veroeffentlichen-18085021.html,„Face It Alone“,Rockband Queen will unbekannten Mercury-Song veröffentlichen,"Im September soll ein bislang unbekannter Song der Rockband Queen veröffentlicht werden. Der Schlagzeuger der Band spricht von „einem kleinen Schmuckstück von Freddie“, das man beinahe vergessen habe.",,06.06.2022 21:06 Uhr,2.0,,1,0.311,"„Face It Alone“ Rockband Queen will unbekannten Mercury-Song veröffentlichen Im September soll ein bislang unbekannter Song der Rockband Queen veröffentlicht werden. Der Schlagzeuger der Band spricht von „einem kleinen Schmuckstück von Freddie“, das man beinahe vergessen habe."
1786,2605,https://www.faz.net/aktuell/karriere-hochschule/gen-analyse-zeigt-besonderheiten-des-krankenhauskeims-acinetobacter-baumannii-18083633.html,Forscher der Goethe-Uni,Die Waffen eines Krankenhauskeims identifiziert,"Das Bakterium Acinetobacter baumannii verursacht immer mehr tödliche Infektionen. Dies liegt an seiner Fähigkeit, Antibiotikaresistenzen zu sammeln - aber auch noch an anderem Besonderheiten, wie Frankfurter Forscher herausfanden.",Sascha Zoske,07.06.2022 05:37 Uhr,1.0,,1,0.413,"Forscher der Goethe-Uni Die Waffen eines Krankenhauskeims identifiziert Das Bakterium Acinetobacter baumannii verursacht immer mehr tödliche Infektionen. Dies liegt an seiner Fähigkeit, Antibiotikaresistenzen zu sammeln - aber auch noch an anderem Besonderheiten, wie Frankfurter Forscher herausfanden."
1787,2606,https://www.faz.net/aktuell/gesellschaft/kriminalitaet/klage-von-anthony-rapp-gegen-kevin-spacey-zugelassen-18085263.html,In New York,Weitere Missbrauchsklage gegen Kevin Spacey zugelassen,"Der Schauspieler wird sich vor Gericht Vorwürfen stellen müssen, die in die 1980er Jahre zurückreichen. Das mutmaßliche Opfer war damals 14 Jahre alt.",,07.06.2022 06:40 Uhr,2.0,,0,0.5242,"In New York Weitere Missbrauchsklage gegen Kevin Spacey zugelassen Der Schauspieler wird sich vor Gericht Vorwürfen stellen müssen, die in die 1980er Jahre zurückreichen. Das mutmaßliche Opfer war damals 14 Jahre alt."
1788,2607,https://www.faz.net/aktuell/gesellschaft/ungluecke/entgleister-zug-nahe-garmisch-bahn-plante-an-ungluecksstelle-arbeiten-18084838.html,Zugunglück nahe Garmisch,Ermittler fokussieren sich auf technische Defekte,"Laut Bayerns Innenminister Herrmann wird überlegt, ob neben Fahrgestellen von Waggons auch Bahnschienen oder -schwellen sichergestellt werden. Einem Zeitungsbericht zufolge wollte die Deutsche Bahn auf dem Streckenabschnitt zeitnah Arbeiten vornehmen.",,06.06.2022 19:10 Uhr,11.0,,1,0.3849,"Zugunglück nahe Garmisch Ermittler fokussieren sich auf technische Defekte Laut Bayerns Innenminister Herrmann wird überlegt, ob neben Fahrgestellen von Waggons auch Bahnschienen oder -schwellen sichergestellt werden. Einem Zeitungsbericht zufolge wollte die Deutsche Bahn auf dem Streckenabschnitt zeitnah Arbeiten vornehmen."
1789,2608,https://www.faz.net/aktuell/rhein-main/frankfurt/kritik-an-bds-diskussion-mit-moshe-zuckermann-18084702.html,Vorwurf des Antisemitismus,Umstrittener Polemiker,"Antisemitismus in städtischen Räumen? Die israelfeindliche BDS-Bewegung plant in Frankfurt eine Diskussion mit dem Soziologen Moshe Zuckermann. Dagegen wird viel Kritik laut, doch verhindern lässt sich die Veranstaltung nicht.",Alexander Jürgs,07.06.2022 06:01 Uhr,2.0,,1,0.5997,"Vorwurf des Antisemitismus Umstrittener Polemiker Antisemitismus in städtischen Räumen? Die israelfeindliche BDS-Bewegung plant in Frankfurt eine Diskussion mit dem Soziologen Moshe Zuckermann. Dagegen wird viel Kritik laut, doch verhindern lässt sich die Veranstaltung nicht."
1790,2609,https://www.faz.net/aktuell/gesellschaft/menschen/letzte-enkelin-von-sigmund-freud-in-den-usa-gestorben-18084931.html,Im Alter von 97 Jahren,Letzte Enkelin von Sigmund Freud gestorben,Mit 97 Jahren ist die letzte noch lebende Enkelin von Sigmund Freud gestorben. Freud gilt als Begründer der Psychoanalyse und einer der bedeutendsten und einflussreichsten Wissenschaftler des 20. Jahrhunderts.,,06.06.2022 21:15 Uhr,5.0,,1,0.9224,Im Alter von 97 Jahren Letzte Enkelin von Sigmund Freud gestorben Mit 97 Jahren ist die letzte noch lebende Enkelin von Sigmund Freud gestorben. Freud gilt als Begründer der Psychoanalyse und einer der bedeutendsten und einflussreichsten Wissenschaftler des 20. Jahrhunderts.
1791,261,https://www.faz.net/aktuell/feuilleton/familie/was-elternblogger-anrichten-kinder-auf-dem-digitalen-praesentierteller-18071183.html,Was „Elternblogger“ anrichten,Kinder auf dem digitalen Präsentierteller,"Bei Instagram und Youtube zeigen sogenannte „Elternblogger“ ihren Nachwuchs. Sie geben Intimstes preis, um der Vermarktung willen. Was leisten die Aufsichtsbehörden? Nichts. Ein Gastbeitrag.",Alicia Joe und Benedikt Buchner,01.06.2022 08:17 Uhr,45.0,,0,0.2785,"Was „Elternblogger“ anrichten Kinder auf dem digitalen Präsentierteller Bei Instagram und Youtube zeigen sogenannte „Elternblogger“ ihren Nachwuchs. Sie geben Intimstes preis, um der Vermarktung willen. Was leisten die Aufsichtsbehörden? Nichts. Ein Gastbeitrag."
1792,2610,https://www.faz.net/aktuell/rhein-main/region-und-hessen/wie-in-der-hessischen-provinz-einmal-der-hoechste-turm-der-welt-entstehen-sollte-18080249.html,Architekturvision,Der Turmbau zu Michelbach,"Das höchste Gebäude der Welt, eine ganze Stadt in einem Turm, mitten in der Taunus-Provinz: Davon träumte ein Architekt in den sechziger Jahren. Seine Pläne scheiterten, ganz vergessen hat man ihn aber nicht.","Alexander Jürgs, Aarbergen-Michelbach",06.06.2022 17:00 Uhr,3.0,,0,0.8561,"Architekturvision Der Turmbau zu Michelbach Das höchste Gebäude der Welt, eine ganze Stadt in einem Turm, mitten in der Taunus-Provinz: Davon träumte ein Architekt in den sechziger Jahren. Seine Pläne scheiterten, ganz vergessen hat man ihn aber nicht."
1793,2611,https://www.faz.net/aktuell/rhein-main/frankfurt/ein-schiffschaukel-verein-pflegt-beste-waeldchestag-tradition-in-frankfurt-18084505.html,Historische Schiffschaukel,In bester Wäldchestag-Tradition,Auf Frankfurts schönster Kirmes muss es nicht immer das moderne Fahrgeschäft sein. Ein Überschlag ist auch noch aus eigener Kraft möglich: Dank Nick Zortea und seiner Dietesheimer Schiffschaukel.,"Daniel Meuren, Frankfurt",06.06.2022 17:29 Uhr,1.0,,0,0.5852,Historische Schiffschaukel In bester Wäldchestag-Tradition Auf Frankfurts schönster Kirmes muss es nicht immer das moderne Fahrgeschäft sein. Ein Überschlag ist auch noch aus eigener Kraft möglich: Dank Nick Zortea und seiner Dietesheimer Schiffschaukel.
1794,2612,https://www.faz.net/aktuell/rhein-main/bahnuebergang-ruedesheim-soll-unterfuehrung-bekommen-18084719.html,Bahnübergang Rüdesheim,Kreisverkehr unter der Erde,Der am Tag stundenlang geschlossene Bahnübergang soll als Hürde auf der Fahrt ins Mittelrheintal endlich einem kurzen Autotunnel weichen. Vorausgegangen war dem Beschluss viel Papierkram. Und es wartet noch mehr.,"Oliver Bock, Rüdesheim",07.06.2022 08:54 Uhr,,,1,0.5745,Bahnübergang Rüdesheim Kreisverkehr unter der Erde Der am Tag stundenlang geschlossene Bahnübergang soll als Hürde auf der Fahrt ins Mittelrheintal endlich einem kurzen Autotunnel weichen. Vorausgegangen war dem Beschluss viel Papierkram. Und es wartet noch mehr.
1795,2613,https://www.faz.net/aktuell/rhein-main/kultur/mary-baumeister-in-der-wiesbadener-humorkirche-18080427.html,Mary Bauermeister in Wiesbaden,„Wir wollten eine bessere Welt“,Mary Bauermeister hat einst dem Fluxus den Weg bereitet. Nun sind Arbeiten von ihr in der Wiesbadener Humorkirche zu sehen. Hauptsächlich stellt die Künstlerin in den Vereinigten Staaten aus.,"Katharina Deschka, Wiesbaden",07.06.2022 09:25 Uhr,,,1,0.3546,Mary Bauermeister in Wiesbaden „Wir wollten eine bessere Welt“ Mary Bauermeister hat einst dem Fluxus den Weg bereitet. Nun sind Arbeiten von ihr in der Wiesbadener Humorkirche zu sehen. Hauptsächlich stellt die Künstlerin in den Vereinigten Staaten aus.
1796,2614,https://www.faz.net/aktuell/rhein-main/frankfurt-im-liveticker-drei-tote-bei-unfaellen-in-wiesbaden-17962337.html,Skyline-Blick,Drei Tote bei Unfällen in Wiesbaden +++ Erstes Klinikum im Passivhaus-Standard,Schauer und Gewitter in Hessen +++ Bewaffneter Streit in Frankfurt-Sossenheim +++ Schwarzarbeit in der Gastronomie+++ Verdacht auf Brandstiftungen in Mainz +++ Skyline-Blick – der Liveblog für Frankfurt und Rhein-Main,,07.06.2022 07:23 Uhr,29.0,,0,0.8271,Skyline-Blick Drei Tote bei Unfällen in Wiesbaden +++ Erstes Klinikum im Passivhaus-Standard Schauer und Gewitter in Hessen +++ Bewaffneter Streit in Frankfurt-Sossenheim +++ Schwarzarbeit in der Gastronomie+++ Verdacht auf Brandstiftungen in Mainz +++ Skyline-Blick – der Liveblog für Frankfurt und Rhein-Main
1797,2615,https://www.faz.net/aktuell/reise/tiere-auf-den-galapagos-inseln-18077338.html,Tierwelt der Galapagos-Inseln,Der Blick zurück,,Arezu Weitholz,06.06.2022 16:41 Uhr,3.0,,1,0.3185,Tierwelt der Galapagos-Inseln Der Blick zurück 
1798,2616,https://www.faz.net/aktuell/feuilleton/debatten/bilanz-des-thronjubilaeums-von-elisabeth-ii-18084608.html,Englands Thronjubiläum,Wie normal ist diese Familie?,Kein Lebender wird das wohl je wieder sehen: Eine Bilanz der vier Londoner Feier-Tage zu Ehren einer Königin im siebzigsten Jahr der Regentschaft.,Gina Thomas,06.06.2022 17:45 Uhr,7.0,,0,0.279,Englands Thronjubiläum Wie normal ist diese Familie? Kein Lebender wird das wohl je wieder sehen: Eine Bilanz der vier Londoner Feier-Tage zu Ehren einer Königin im siebzigsten Jahr der Regentschaft.
1799,2617,https://www.faz.net/aktuell/feuilleton/medien/tatort/der-dresdener-tatort-das-kalte-haus-in-der-ard-18079720.html,„Tatort“ aus Dresden,Glück ist besiegtes Unglück,Kein Happy Place: Im „Tatort: Das kalte Haus“ wird eine in eisiger Beziehungskälte erstarrte Villa inspiziert - ein Kammerspiel mit pädagogischer Intention.,Oliver Jungen,06.06.2022 15:36 Uhr,5.0,,0,0.4371,„Tatort“ aus Dresden Glück ist besiegtes Unglück Kein Happy Place: Im „Tatort: Das kalte Haus“ wird eine in eisiger Beziehungskälte erstarrte Villa inspiziert - ein Kammerspiel mit pädagogischer Intention.
1800,2618,https://www.faz.net/aktuell/feuilleton/wie-in-der-hessischen-provinz-einmal-der-hoechste-turm-der-welt-entstehen-sollte-18080249.html,Architekturvision,Der Turmbau zu Michelbach,"Das höchste Gebäude der Welt, eine ganze Stadt in einem Turm, mitten in der Taunus-Provinz: Davon träumte ein Architekt in den sechziger Jahren. Seine Pläne scheiterten, ganz vergessen hat man ihn aber nicht.","Alexander Jürgs, Aarbergen-Michelbach",06.06.2022 17:00 Uhr,3.0,,0,0.8561,"Architekturvision Der Turmbau zu Michelbach Das höchste Gebäude der Welt, eine ganze Stadt in einem Turm, mitten in der Taunus-Provinz: Davon träumte ein Architekt in den sechziger Jahren. Seine Pläne scheiterten, ganz vergessen hat man ihn aber nicht."
1801,2619,https://www.faz.net/aktuell/feuilleton/kunst-und-architektur/wie-in-der-hessischen-provinz-einmal-der-hoechste-turm-der-welt-entstehen-sollte-18080249.html,Architekturvision,Der Turmbau zu Michelbach,"Das höchste Gebäude der Welt, eine ganze Stadt in einem Turm, mitten in der Taunus-Provinz: Davon träumte ein Architekt in den sechziger Jahren. Seine Pläne scheiterten, ganz vergessen hat man ihn aber nicht.","Alexander Jürgs, Aarbergen-Michelbach",06.06.2022 17:00 Uhr,3.0,,0,0.8561,"Architekturvision Der Turmbau zu Michelbach Das höchste Gebäude der Welt, eine ganze Stadt in einem Turm, mitten in der Taunus-Provinz: Davon träumte ein Architekt in den sechziger Jahren. Seine Pläne scheiterten, ganz vergessen hat man ihn aber nicht."
1802,262,https://www.faz.net/aktuell/feuilleton/familie/weltkindertag-keine-zeit-fuer-missbrauchte-kinder-18071507.html,Weltkindertag,Keine Zeit für missbrauchte Kinder,"Kommt es zum Kindesmissbrauch, versagt der Gestaltungswille des Gesetzgebers. Die ansonsten so ausgeprägte gesellschaftspolitische Phantasie scheint dafür kein Sensorium zu haben.","Ein Kommentar von
					  						Jasper von Altenbockum",01.06.2022 06:17 Uhr,39.0,,1,0.6879,"Weltkindertag Keine Zeit für missbrauchte Kinder Kommt es zum Kindesmissbrauch, versagt der Gestaltungswille des Gesetzgebers. Die ansonsten so ausgeprägte gesellschaftspolitische Phantasie scheint dafür kein Sensorium zu haben."
1803,2620,https://www.faz.net/aktuell/finanzen/finanzmarkt/wie-die-skatbank-den-negativzins-erfand-18079369.html,Minuszinsen,Wie die Skatbank den Negativzins erfand,"Eine kleine Bank in Thüringen hat vor acht Jahren als erste Minuszinsen eingeführt – und war plötzlich im ganzen Land bekannt. Heute ist ihr Chef froh, dass das Experiment wohl bald zu Ende geht.",Dennis Kremer,06.06.2022 14:52 Uhr,1.0,,0,0.8647,"Minuszinsen Wie die Skatbank den Negativzins erfand Eine kleine Bank in Thüringen hat vor acht Jahren als erste Minuszinsen eingeführt – und war plötzlich im ganzen Land bekannt. Heute ist ihr Chef froh, dass das Experiment wohl bald zu Ende geht."
1804,2621,https://www.faz.net/aktuell/finanzen/meine-finanzen/wie-die-skatbank-den-negativzins-erfand-18079369.html,Minuszinsen,Wie die Skatbank den Negativzins erfand,"Eine kleine Bank in Thüringen hat vor acht Jahren als erste Minuszinsen eingeführt – und war plötzlich im ganzen Land bekannt. Heute ist ihr Chef froh, dass das Experiment wohl bald zu Ende geht.",Dennis Kremer,06.06.2022 14:52 Uhr,1.0,,0,0.9456,"Minuszinsen Wie die Skatbank den Negativzins erfand Eine kleine Bank in Thüringen hat vor acht Jahren als erste Minuszinsen eingeführt – und war plötzlich im ganzen Land bekannt. Heute ist ihr Chef froh, dass das Experiment wohl bald zu Ende geht."
1805,2622,https://www.faz.net/aktuell/gesellschaft/kritik-an-bds-diskussion-mit-moshe-zuckermann-18084702.html,Vorwurf des Antisemitismus,Umstrittener Polemiker,"Antisemitismus in städtischen Räumen? Die israelfeindliche BDS-Bewegung plant in Frankfurt eine Diskussion mit dem Soziologen Moshe Zuckermann. Dagegen wird viel Kritik laut, doch verhindern lässt sich die Veranstaltung nicht.",Alexander Jürgs,07.06.2022 06:01 Uhr,2.0,,1,0.5997,"Vorwurf des Antisemitismus Umstrittener Polemiker Antisemitismus in städtischen Räumen? Die israelfeindliche BDS-Bewegung plant in Frankfurt eine Diskussion mit dem Soziologen Moshe Zuckermann. Dagegen wird viel Kritik laut, doch verhindern lässt sich die Veranstaltung nicht."
1806,2623,https://www.faz.net/aktuell/gesellschaft/volle-zuege-an-pfingstmontag-18084831.html,Neun-Euro-Ticket,Volle Züge an Pfingstmontag,"Am Montag musste sich beeilen, wer noch einen Sitzplatz im Zug bekommen wollte. Oder gleich mit dem Boden vorlieb nehmen. Die Bahn meldete ein besonders hohes Fahrgastaufkommen. Auslöser ist wohl das Neun-Euro-Ticket.",,06.06.2022 18:50 Uhr,2.0,,1,0.3289,"Neun-Euro-Ticket Volle Züge an Pfingstmontag Am Montag musste sich beeilen, wer noch einen Sitzplatz im Zug bekommen wollte. Oder gleich mit dem Boden vorlieb nehmen. Die Bahn meldete ein besonders hohes Fahrgastaufkommen. Auslöser ist wohl das Neun-Euro-Ticket."
1807,2624,https://www.faz.net/aktuell/gesellschaft/kriminalitaet/14-tote-durch-schusswaffenangriffe-in-den-usa-18084230.html,Debatte um Waffenrecht,14 Tote durch Schüsse an einem Wochenende in den USA,Ein Wochenende mit zahlreichen Angriffen befeuert die Debatte über ein strengeres Waffenrecht. Im Senat bemüht sich eine überparteiliche Gruppe um einen Kompromiss.,,06.06.2022 17:29 Uhr,3.0,,0,0.5181,Debatte um Waffenrecht 14 Tote durch Schüsse an einem Wochenende in den USA Ein Wochenende mit zahlreichen Angriffen befeuert die Debatte über ein strengeres Waffenrecht. Im Senat bemüht sich eine überparteiliche Gruppe um einen Kompromiss.
1808,2625,https://www.faz.net/aktuell/gesellschaft/fernbeziehung-in-kriegszeiten-in-odessa-und-berlin-18083999.html,Fernbeziehung in Kriegszeiten,Wie hält eine Liebe den Krieg aus?,"Sie sind jung, sie sind ein Paar, sie hatten Pläne. Jetzt lebt Karyna in Berlin und Maxim in Odessa. Eine Geschichte aus einer Generation, die der Krieg besonders hart trifft.","Petra Ahne, Berlin und Melanie Mühl, Odessa",07.06.2022 06:01 Uhr,4.0,,1,0.2893,"Fernbeziehung in Kriegszeiten Wie hält eine Liebe den Krieg aus? Sie sind jung, sie sind ein Paar, sie hatten Pläne. Jetzt lebt Karyna in Berlin und Maxim in Odessa. Eine Geschichte aus einer Generation, die der Krieg besonders hart trifft."
1809,2626,https://www.faz.net/aktuell/gesellschaft/ungluecke/heisses-trockenes-rom-braende-mitten-in-der-stadt-18084004.html,Feuer in Rom,Trockenheit führt zu zahlreichen Bränden,Meterhohe Flammen und Rauch zwischen Wohnhäusern: Wegen der Trockenheit brennen in der italienischen Hauptstadt zahlreiche Grünflächen – auch weil illegale Müllhalden den Feuern Nahrung bieten.,"Christian Schubert, Rom",06.06.2022 15:39 Uhr,7.0,,0,0.5205,Feuer in Rom Trockenheit führt zu zahlreichen Bränden Meterhohe Flammen und Rauch zwischen Wohnhäusern: Wegen der Trockenheit brennen in der italienischen Hauptstadt zahlreiche Grünflächen – auch weil illegale Müllhalden den Feuern Nahrung bieten.
1810,2627,https://www.faz.net/aktuell/gesellschaft/menschen/schmuggel-von-altertuemern-gericht-im-irak-spricht-berliner-frei-18084108.html,Schmuggel von Altertümern,Gericht im Irak spricht Berliner frei,32 Artefakte waren bei Kontrollen im Gepäck von zwei Touristen im Irak entdeckt worden. Deshalb standen ein Deutscher und ein Brite nun in Bagdad vor Gericht.,,06.06.2022 15:18 Uhr,3.0,,1,0.3052,Schmuggel von Altertümern Gericht im Irak spricht Berliner frei 32 Artefakte waren bei Kontrollen im Gepäck von zwei Touristen im Irak entdeckt worden. Deshalb standen ein Deutscher und ein Brite nun in Bagdad vor Gericht.
1811,2628,https://www.faz.net/aktuell/gesellschaft/kriminalitaet/prozess-gegen-syrischen-arzt-am-olg-frankfurt-approbation-18060352.html,Folter-Prozess gegen Syrer,Approbation im Eilverfahren,"In Frankfurt steht ein syrischer Arzt vor Gericht, der in seiner Heimat gefoltert haben soll. 2015 kam er nach Deutschland. Es dauerte nur zwei Monate, bis er auch hier Patienten behandeln durfte.",Eva Schläfer,06.06.2022 17:12 Uhr,8.0,,1,0.7884,"Folter-Prozess gegen Syrer Approbation im Eilverfahren In Frankfurt steht ein syrischer Arzt vor Gericht, der in seiner Heimat gefoltert haben soll. 2015 kam er nach Deutschland. Es dauerte nur zwei Monate, bis er auch hier Patienten behandeln durfte."
1812,2629,https://www.faz.net/aktuell/gesellschaft/jugend-schreibt/impfung-gegen-affenpocken-in-kanada-18085426.html,Virusinfektion vorbeugen,Impfung gegen Affenpocken in Kanada,"Die Behörden etwa in Québec lassen derzeit jene Menschen zur Impfung zu, die einem erhöhten Risiko einer Infektion ausgesetzt sind, etwa durch einen konkreten Kontakt mit einer erkrankten Person in den zurückliegenden 14 Tagen.",,07.06.2022 08:38 Uhr,,,0,0.6062,"Virusinfektion vorbeugen Impfung gegen Affenpocken in Kanada Die Behörden etwa in Québec lassen derzeit jene Menschen zur Impfung zu, die einem erhöhten Risiko einer Infektion ausgesetzt sind, etwa durch einen konkreten Kontakt mit einer erkrankten Person in den zurückliegenden 14 Tagen."
1813,263,https://www.faz.net/aktuell/feuilleton/familie/warum-menschen-toeten-ohne-liebe-wachsen-taeter-heran-18071351.html,Psychiaterin über das Töten,„Ohne Liebe wachsen Täter heran“,"Die forensische Psychiaterin Nahlah Saimeh begutachtet seit Jahren in ganz Deutschland Mörder. Im Interview erklärt sie, warum Täter oft maligne Narzissten sind und warum eine liebevolle Erziehung die beste Gewaltprävention ist.",Karin Truscheit,01.06.2022 05:38 Uhr,38.0,,1,0.3735,"Psychiaterin über das Töten „Ohne Liebe wachsen Täter heran“ Die forensische Psychiaterin Nahlah Saimeh begutachtet seit Jahren in ganz Deutschland Mörder. Im Interview erklärt sie, warum Täter oft maligne Narzissten sind und warum eine liebevolle Erziehung die beste Gewaltprävention ist."
