headline,label
14 Star Wars-Themed Church Signs For The Jedi In All Of Us,Clickbait
"This Is What $1,000 A Month In Rent Would Get You All Around The U.S",Clickbait
Baseball: Oakland Athletics defeat LA Angels 10 to 4,Regular
What Would You Taste Like,Clickbait
Can You Find Your Way Out Of This Haunted House,Clickbait
Tom Cruise spoofed in film 'Superhero Movie',Regular
Are You More Justin Bieber Or One Direction,Clickbait
"How Well Do You Know The Lyrics To ""Rudolph The Red-Nosed Reindeer""",Clickbait
Couples Can Actually Rent This Couple's Home For Free Through Airbnb,Clickbait
Bali Defies Fatwa on Yoga,Regular
These New Horror Movies Will Make You Scared Of Your Mom And Grandma,Clickbait
Democratic Party reaches deal over Florida and Michigan,Regular
Scottish Court Hears Appeal in 1988 Blast on Jetliner,Regular
Here's Why Kermit and Miss Piggy Actually Broke Up,Clickbait
"In Mexico, Obama Seeks Curbs on Arms Sales",Regular
"Futures Game Is Delayed, but Japanese Prospect Is Ahead of Schedule",Regular
"At the Garden, a Reminder of Why the Game Matters",Regular
Blu-ray prevails in high definition disc war,Regular
This Is What Happens When You're A Black Girl Who Can't Dance,Clickbait
Over two million people displaced by flooding in India,Regular
18 Fabulous Reasons Regina George Is Perfect The Role Model,Clickbait
Siena Defeats Niagara to Claim N.C.A.A. Bid,Regular
Snow storm hits Arizona and New Mexico,Regular
Grand Jury Investigates Los Angeles Priest Cases,Regular
"Bank Stress Tests May Not Be a Big Deal, After All",Regular
Coordinated terrorist attack hits London,Regular
Former rugby union commentator Bill McLaren dies at age 86,Regular
17 Solutions That Were Too Good To Be True,Clickbait
"Ice Cube, Kevin Hart, And Conan Might Be The Worst Driving Instructors",Clickbait
"This Is What ""The Powerpuff Girls"" Voice Actors Look Like IRL",Clickbait
22 Delicious Ways To Bring In 2016 With A Bang,Clickbait
Women Got Transformed Into Telenovela Stars And Looked Dramatic AF,Clickbait
15 Smart Dollar Store Ideas To Declutter Your Kitchen,Clickbait
What's Mom Sharing Now,Clickbait
Robin Hood Event Adjusts to Tough Times,Regular
15 Powerful Cocktails Guaranteed To Get You Through The Holidays,Clickbait
Suicide Bomber Kills 30 in Baghdad Pilgrimage Attack,Regular
Morgan Tsvangirai returns to Zimbabwe,Regular
What It Was Like Being A New York Mets Fan In 2015,Clickbait
"Over 70 businesses in Bristol, United Kingdom given zero star rating for food hygiene",Regular
"This ""50 Shades"" Twitter Account Is The One Every Nerd Has Been Waiting For",Clickbait
Drake's Mom Was Extra Adorable At Her Birthday Celebration Last Night,Clickbait
Bomb hits northwestern Pakistan; at least 30 killed,Regular
"How Well Do You Know The Lyrics To ""Cake By The Ocean"" By DNCE",Clickbait
19 Things You'll Understand If You're Slightly Obsessed With Masturbating,Clickbait
"With Top Pick, Islanders Choose Goal Scorer in Tavares",Regular
Suspicions of nepotism arise from pulping of new Australian industrial relations information booklets,Regular
Seabrook city councilman takes heat for words,Regular
Japan's Supreme Court invalidates distinctions on nationality,Regular
24 Beautiful Little Phrases To Tattoo On Yourself,Clickbait
15 Reasons Arjun Kapoor Is The Perfect Man,Clickbait
Thoughts You Have While Waiting To Get Tested,Clickbait
US flag burning amendment approved by House,Regular
